State,Year,Month,ActivityLevel
Indiana,2011,8,1
Indiana,2011,9,1
Indiana,2011,10,1
Indiana,2009,9,4
Indiana,2009,10,6
Indiana,2009,11,10
Indiana,2009,12,2
Indiana,2010,1,1
Indiana,2010,2,1
Indiana,2010,3,1
Indiana,2010,4,1
Indiana,2010,5,1
Indiana,2010,6,1
Indiana,2010,7,1
Indiana,2010,8,1
Indiana,2010,9,1
Indiana,2010,10,1
Indiana,2009,1,1
Indiana,2009,2,4
Indiana,2009,3,5
Indiana,2009,4,1
Indiana,2009,5,1
Indiana,2009,6,1
Indiana,2009,7,1
Indiana,2009,8,1
Indiana,2009,8,1
Iowa,2015,11,1
Iowa,2015,12,1
Iowa,2014,11,2
Iowa,2014,12,2
Iowa,2015,1,8
Iowa,2015,2,2
Iowa,2015,3,1
Iowa,2015,4,1
Iowa,2015,5,1
Iowa,2015,6,1
Iowa,2015,7,1
Iowa,2015,8,1
Iowa,2015,9,1
Iowa,2015,10,1
Iowa,2013,11,1
Iowa,2013,12,1
Iowa,2014,1,1
Iowa,2014,2,1
Iowa,2014,3,1
Iowa,2014,3,1
Iowa,2014,5,1
Iowa,2014,5,1
Iowa,2014,6,1
Iowa,2014,8,1
Iowa,2014,8,1
Iowa,2014,9,1
Iowa,2012,11,1
Iowa,2012,12,2
Iowa,2013,1,8
Iowa,2013,2,4
Iowa,2013,3,1
Iowa,2013,3,1
Iowa,2013,5,1
Iowa,2013,6,1
Iowa,2013,6,1
Iowa,2013,8,1
Iowa,2013,8,0
Iowa,2013,9,1
Iowa,2011,11,1
Iowa,2011,12,1
Iowa,2012,1,1
Iowa,2012,2,1
Iowa,2012,3,1
Iowa,2012,3,1
Iowa,2012,5,1
Iowa,2012,6,1
Iowa,2012,6,1
Iowa,2012,8,1
Iowa,2012,9,1
Iowa,2012,9,1
Iowa,2010,11,1
Iowa,2010,12,1
Iowa,2011,1,1
Iowa,2011,2,3
Iowa,2011,3,1
Iowa,2011,4,1
Iowa,2011,5,1
Iowa,2011,6,1
Iowa,2011,7,1
Iowa,2011,8,1
Iowa,2011,9,1
Iowa,2011,10,1
Iowa,2009,9,1
Iowa,2009,10,1
Iowa,2009,11,10
Iowa,2009,12,1
Iowa,2010,1,1
Iowa,2010,2,1
Iowa,2010,3,1
Iowa,2010,4,1
Iowa,2010,5,1
Iowa,2010,6,1
Iowa,2010,7,1
Iowa,2010,9,1
Iowa,2010,10,1
Iowa,2009,1,1
Iowa,2009,2,1
Iowa,2009,3,3
Iowa,2009,4,1
Iowa,2009,5,1
Iowa,2009,6,1
Iowa,2009,7,1
Iowa,2009,8,1
Iowa,2009,8,1
Kansas,2015,11,1
Kansas,2015,12,1
Kansas,2014,11,1
Kansas,2014,12,4
Kansas,2015,1,10
Kansas,2015,2,10
Kansas,2015,3,10
Kansas,2015,4,3
Kansas,2015,5,1
Kansas,2015,6,1
Kansas,2015,7,1
Kansas,2015,8,1
Kansas,2015,9,1
Kansas,2015,10,1
Kansas,2013,11,1
Kansas,2013,12,1
Kansas,2014,1,10
Kansas,2014,2,10
Kansas,2014,3,4
Kansas,2014,3,1
Kansas,2014,5,1
Kansas,2014,5,1
Kansas,2014,6,1
Kansas,2014,8,1
Kansas,2014,8,1
Kansas,2014,9,1
Kansas,2012,11,2
Kansas,2012,12,4
Kansas,2013,1,10
Kansas,2013,2,10
Kansas,2013,3,3
Kansas,2013,3,1
Kansas,2013,5,1
Kansas,2013,6,1
Kansas,2013,6,1
Kansas,2013,8,1
Kansas,2013,8,1
Kansas,2013,9,1
Kansas,2011,11,1
Kansas,2011,12,1
Kansas,2012,1,1
Kansas,2012,2,1
Kansas,2012,3,7
Kansas,2012,3,1
Kansas,2012,5,1
Kansas,2012,6,1
Kansas,2012,6,1
Kansas,2012,8,1
Kansas,2012,9,1
Kansas,2012,9,1
Kansas,2010,11,1
Kansas,2010,12,1
Kansas,2011,1,1
Kansas,2011,2,7
Kansas,2011,3,6
Kansas,2011,4,1
Kansas,2011,5,1
Kansas,2011,6,1
Kansas,2011,7,1
Kansas,2011,8,1
Kansas,2011,9,1
Kansas,2011,10,1
Kansas,2009,9,4
Kansas,2009,10,10
Kansas,2009,11,10
Kansas,2009,12,1
Kansas,2010,1,1
Kansas,2010,2,1
Kansas,2010,3,1
Kansas,2010,4,1
Kansas,2010,5,1
Kansas,2010,6,1
Kansas,2010,7,1
Kansas,2010,8,1
Kansas,2010,9,1
Kansas,2010,10,1
Kansas,2009,1,1
Kansas,2009,2,1
Kansas,2009,3,6
Kansas,2009,4,1
Kansas,2009,5,1
Kansas,2009,6,1
Kansas,2009,7,1
Kansas,2009,8,1
Kansas,2009,8,1
Kentucky,2015,11,1
Kentucky,2015,12,1
Kentucky,2014,11,1
Kentucky,2014,12,3
Kentucky,2015,1,7
Kentucky,2015,2,2
Kentucky,2015,3,1
Kentucky,2015,4,1
Kentucky,2015,5,1
Kentucky,2015,6,1
Kentucky,2015,7,1
Kentucky,2015,8,1
Kentucky,2015,9,1
Kentucky,2015,10,1
Kentucky,2013,11,2
Kentucky,2013,12,2
Kentucky,2014,1,6
Kentucky,2014,2,4
Kentucky,2014,3,2
Kentucky,2014,3,1
Kentucky,2014,5,1
Kentucky,2014,5,1
Kentucky,2014,6,1
Kentucky,2014,8,1
Kentucky,2014,8,1
Kentucky,2014,9,1
Kentucky,2012,11,1
Kentucky,2012,12,1
Kentucky,2013,1,3
Kentucky,2013,2,3
Kentucky,2013,3,2
Kentucky,2013,3,1
Kentucky,2013,5,1
Kentucky,2013,6,1
Kentucky,2013,6,1
Kentucky,2013,8,1
Kentucky,2013,8,0
Kentucky,2013,9,1
Kentucky,2011,11,1
Kentucky,2011,12,1
Kentucky,2012,1,1
Kentucky,2012,2,1
Kentucky,2012,3,1
Kentucky,2012,3,1
Kentucky,2012,5,1
Kentucky,2012,6,1
Kentucky,2012,6,1
Kentucky,2012,8,1
Kentucky,2012,9,1
Kentucky,2012,9,1
Kentucky,2010,11,1
Kentucky,2010,12,1
Kentucky,2011,1,3
Kentucky,2011,2,7
Kentucky,2011,3,4
Kentucky,2011,4,1
Kentucky,2011,5,1
Kentucky,2011,6,1
Kentucky,2011,7,1
Kentucky,2011,8,1
Kentucky,2011,9,1
Kentucky,2011,10,1
Kentucky,2009,9,10
Kentucky,2009,10,10
Kentucky,2009,11,5
Kentucky,2009,12,1
Kentucky,2010,1,1
Kentucky,2010,2,1
Kentucky,2010,3,1
Kentucky,2010,4,1
Kentucky,2010,5,1
Kentucky,2010,6,1
Kentucky,2010,7,1
Kentucky,2010,8,1
Kentucky,2010,9,1
Kentucky,2010,10,1
Kentucky,2009,1,1
Kentucky,2009,2,3
Kentucky,2009,3,5
Kentucky,2009,4,2
Kentucky,2009,5,1
Kentucky,2009,6,1
Kentucky,2009,7,1
Kentucky,2009,8,1
Kentucky,2009,8,1
Louisiana,2015,11,1
Louisiana,2015,12,2
Louisiana,2014,11,3
Louisiana,2014,12,10
Louisiana,2015,1,10
Louisiana,2015,2,9
Louisiana,2015,3,5
Louisiana,2015,4,3
Louisiana,2015,5,1
Louisiana,2015,6,1
Louisiana,2015,7,1
Louisiana,2015,8,1
Louisiana,2015,9,1
Louisiana,2015,10,1
Louisiana,2013,11,4
Louisiana,2013,12,8
Louisiana,2014,1,10
Louisiana,2014,2,8
Louisiana,2014,3,4
Louisiana,2014,3,2
Louisiana,2014,5,1
Louisiana,2014,5,1
Louisiana,2014,6,1
Louisiana,2014,8,1
Louisiana,2014,8,1
Louisiana,2014,9,1
Louisiana,2012,11,4
Louisiana,2012,12,10
Louisiana,2013,1,10
Louisiana,2013,2,8
Louisiana,2013,3,3
Louisiana,2013,3,3
Louisiana,2013,5,1
Louisiana,2013,6,1
Louisiana,2013,6,1
Louisiana,2013,8,1
Louisiana,2013,8,1
Louisiana,2013,9,1
Louisiana,2011,11,2
Louisiana,2011,12,2
Louisiana,2012,1,4
Louisiana,2012,2,1
Louisiana,2012,3,2
Louisiana,2012,3,3
Louisiana,2012,5,1
Louisiana,2012,6,1
Louisiana,2012,6,1
Louisiana,2012,8,1
Louisiana,2012,9,1
Louisiana,2012,9,1
Louisiana,2010,11,1
Louisiana,2010,12,2
Louisiana,2011,1,7
Louisiana,2011,2,10
Louisiana,2011,3,6
Louisiana,2011,4,1
Louisiana,2011,5,1
Louisiana,2011,6,1
Louisiana,2011,7,1
Louisiana,2011,8,1
Louisiana,2011,9,1
Louisiana,2011,10,1
Louisiana,2009,9,10
Louisiana,2009,10,10
Louisiana,2009,11,10
Louisiana,2009,12,8
Louisiana,2010,1,6
Louisiana,2010,2,9
Louisiana,2010,3,6
Louisiana,2010,4,1
Louisiana,2010,5,1
Louisiana,2010,6,1
Louisiana,2010,7,1
Louisiana,2010,8,1
Louisiana,2010,9,1
Louisiana,2010,10,1
Louisiana,2009,1,1
Louisiana,2009,2,9
Louisiana,2009,3,3
Louisiana,2009,4,1
Louisiana,2009,5,10
Louisiana,2009,6,1
Louisiana,2009,7,1
Louisiana,2009,8,1
Louisiana,2009,8,1
Maine,2015,11,1
Maine,2015,12,1
Maine,2014,11,1
Maine,2014,12,1
Maine,2015,1,3
Maine,2015,2,4
Maine,2015,3,2
Maine,2015,4,1
Maine,2015,5,1
Maine,2015,6,1
Maine,2015,7,1
Maine,2015,8,1
Maine,2015,9,1
Maine,2015,10,1
Maine,2013,11,1
Maine,2013,12,1
Maine,2014,1,1
Maine,2014,2,2
Maine,2014,3,1
Maine,2014,3,1
Maine,2014,5,1
Maine,2014,5,1
Maine,2014,6,1
Maine,2014,8,1
Maine,2014,8,1
Maine,2014,9,1
Maine,2012,11,1
Maine,2012,12,1
Maine,2013,1,4
Maine,2013,2,1
Maine,2013,3,1
Maine,2013,3,1
Maine,2013,5,1
Maine,2013,6,1
Maine,2013,6,1
Maine,2013,8,1
Maine,2013,8,1
Maine,2013,9,1
Maine,2011,11,1
Maine,2011,12,1
Maine,2012,1,1
Maine,2012,2,1
Maine,2012,3,1
Maine,2012,3,1
Maine,2012,5,1
Maine,2012,6,1
Maine,2012,6,1
Maine,2012,8,1
Maine,2012,9,1
Maine,2012,9,1
Maine,2010,11,1
Maine,2010,12,1
Maine,2011,1,1
Maine,2011,2,1
Maine,2011,3,2
Maine,2011,4,1
Maine,2011,5,1
Maine,2011,6,1
Maine,2011,7,1
Maine,2011,8,1
Maine,2011,9,1
Maine,2011,10,1
Maine,2009,9,1
Maine,2009,10,1
Maine,2009,11,6
Maine,2009,12,1
Maine,2010,1,1
Maine,2010,2,1
Maine,2010,3,1
Maine,2010,4,1
Maine,2010,5,1
Maine,2010,6,1
Maine,2010,7,1
Maine,2010,8,1
Maine,2010,9,1
Maine,2010,10,1
Maine,2009,1,1
Maine,2009,2,2
Maine,2009,3,4
Maine,2009,4,1
Maine,2009,5,1
Maine,2009,6,1
Maine,2009,7,2
Maine,2009,8,1
Maine,2009,8,1
Maryland,2015,11,1
Maryland,2015,12,2
Maryland,2014,11,1
Maryland,2014,12,2
Maryland,2015,1,5
Maryland,2015,2,2
Maryland,2015,3,1
Maryland,2015,4,1
Maryland,2015,5,1
Maryland,2015,6,1
Maryland,2015,7,1
Maryland,2015,8,1
Maryland,2015,9,1
Maryland,2015,10,1
Maryland,2013,11,1
Maryland,2013,12,1
Maryland,2014,1,4
Maryland,2014,2,2
Maryland,2014,3,1
Maryland,2014,3,1
Maryland,2014,5,1
Maryland,2014,5,1
Maryland,2014,6,1
Maryland,2014,8,1
Maryland,2014,8,0
Maryland,2014,9,1
Maryland,2012,11,1
Maryland,2012,12,1
Maryland,2013,1,5
Maryland,2013,2,4
Maryland,2013,3,3
Maryland,2013,3,4
Maryland,2013,5,1
Maryland,2013,6,1
Maryland,2013,6,1
Maryland,2013,8,1
Maryland,2013,8,1
Maryland,2013,9,1
Maryland,2011,11,2
Maryland,2011,12,1
Maryland,2012,1,1
Maryland,2012,2,2
Maryland,2012,3,2
Maryland,2012,3,1
Maryland,2012,5,1
Maryland,2012,6,1
Maryland,2012,6,0
Maryland,2012,8,0
Maryland,2012,9,0
Maryland,2012,9,3
Maryland,2010,11,1
Maryland,2010,12,1
Maryland,2011,1,1
Maryland,2011,2,7
Maryland,2011,3,2
Maryland,2011,4,1
Maryland,2011,5,1
Maryland,2011,6,1
Maryland,2011,7,1
Maryland,2011,8,1
Maryland,2011,9,1
Maryland,2011,10,2
Maryland,2009,9,1
Maryland,2009,10,6
Maryland,2009,11,10
Maryland,2009,12,4
Maryland,2010,1,2
Maryland,2010,2,3
Maryland,2010,3,2
Maryland,2010,4,1
Maryland,2010,5,1
Maryland,2010,6,1
Maryland,2010,7,1
Maryland,2010,8,1
Maryland,2010,9,2
Maryland,2010,10,0
Maryland,2009,1,1
Maryland,2009,2,6
Maryland,2009,3,9
Maryland,2009,4,1
Maryland,2009,5,1
Maryland,2009,6,1
Maryland,2009,7,1
Maryland,2009,8,1
Maryland,2009,8,1
Massachusetts,2015,11,1
Massachusetts,2015,12,1
Massachusetts,2014,11,1
Massachusetts,2014,12,2
Massachusetts,2015,1,4
Massachusetts,2015,2,6
Massachusetts,2015,3,3
Massachusetts,2015,4,3
Massachusetts,2015,5,2
Massachusetts,2015,6,1
Massachusetts,2015,7,1
Massachusetts,2015,8,1
Massachusetts,2015,9,1
Massachusetts,2015,10,1
Massachusetts,2013,11,1
Massachusetts,2013,12,1
Massachusetts,2014,1,4
Massachusetts,2014,2,3
Massachusetts,2014,3,2
Massachusetts,2014,3,2
Massachusetts,2014,5,2
Massachusetts,2014,5,1
Massachusetts,2014,6,1
Massachusetts,2014,8,1
Massachusetts,2014,8,1
Massachusetts,2014,9,1
Massachusetts,2012,11,1
Massachusetts,2012,12,3
Massachusetts,2013,1,7
Massachusetts,2013,2,4
Massachusetts,2013,3,2
Massachusetts,2013,3,3
Massachusetts,2013,5,1
Massachusetts,2013,6,1
Massachusetts,2013,6,1
Massachusetts,2013,8,1
Massachusetts,2013,8,1
Massachusetts,2013,9,1
Massachusetts,2011,11,1
Massachusetts,2011,12,1
Massachusetts,2012,1,2
Massachusetts,2012,2,2
Massachusetts,2012,3,1
Massachusetts,2012,3,1
Massachusetts,2012,5,1
Massachusetts,2012,6,1
Massachusetts,2012,6,1
Massachusetts,2012,8,1
Massachusetts,2012,9,1
Massachusetts,2012,9,1
Massachusetts,2010,11,1
Massachusetts,2010,12,1
Massachusetts,2011,1,2
Massachusetts,2011,2,5
Massachusetts,2011,3,3
Massachusetts,2011,4,2
Massachusetts,2011,5,1
Massachusetts,2011,6,1
Massachusetts,2011,7,1
Massachusetts,2011,8,1
Massachusetts,2011,9,1
Massachusetts,2011,10,1
Massachusetts,2009,9,1
Massachusetts,2009,10,1
Massachusetts,2009,11,10
Massachusetts,2009,12,1
Massachusetts,2010,1,1
Massachusetts,2010,2,1
Massachusetts,2010,3,1
Massachusetts,2010,4,1
Massachusetts,2010,5,1
Massachusetts,2010,6,1
Massachusetts,2010,7,1
Massachusetts,2010,8,1
Massachusetts,2010,9,1
Massachusetts,2010,10,1
Massachusetts,2009,1,1
Massachusetts,2009,2,4
Massachusetts,2009,3,1
Massachusetts,2009,4,1
Massachusetts,2009,5,1
Massachusetts,2009,6,5
Massachusetts,2009,7,2
Massachusetts,2009,8,1
Massachusetts,2009,8,1
Michigan,2015,11,1
Michigan,2015,12,1
Michigan,2014,11,1
Michigan,2014,12,1
Michigan,2015,1,2
Michigan,2015,2,1
Michigan,2015,3,1
Michigan,2015,4,1
Michigan,2015,5,1
Michigan,2015,6,1
Michigan,2015,7,1
Michigan,2015,8,1
Michigan,2015,9,1
Michigan,2015,10,1
Michigan,2013,11,1
Michigan,2013,12,2
Michigan,2014,1,6
Michigan,2014,2,3
Michigan,2014,3,1
Michigan,2014,3,1
Michigan,2014,5,1
Michigan,2014,5,1
Michigan,2014,6,1
Michigan,2014,8,1
Michigan,2014,8,1
Michigan,2014,9,1
Michigan,2012,11,1
Michigan,2012,12,2
Michigan,2013,1,9
Michigan,2013,2,7
Michigan,2013,3,5
Michigan,2013,3,3
Michigan,2013,5,1
Michigan,2013,6,2
Michigan,2013,6,1
Michigan,2013,8,1
Michigan,2013,8,1
Michigan,2013,9,1
Michigan,2011,11,1
Michigan,2011,12,1
Michigan,2012,1,1
Michigan,2012,2,1
Michigan,2012,3,1
Michigan,2012,3,1
Michigan,2012,5,1
Michigan,2012,6,1
Michigan,2012,6,1
Michigan,2012,8,1
Michigan,2012,9,1
Michigan,2012,9,1
Michigan,2010,11,1
Michigan,2010,12,1
Michigan,2011,1,1
Michigan,2011,2,1
Michigan,2011,3,2
Michigan,2011,4,1
Michigan,2011,5,1
Michigan,2011,6,1
Michigan,2011,7,1
Michigan,2011,8,1
Michigan,2011,9,1
Michigan,2011,10,1
Michigan,2009,9,1
Michigan,2009,10,1
Michigan,2009,11,10
Michigan,2009,12,2
Michigan,2010,1,1
Michigan,2010,2,1
Michigan,2010,3,1
Michigan,2010,4,1
Michigan,2010,5,1
Michigan,2010,6,1
Michigan,2010,7,1
Michigan,2010,8,1
Michigan,2010,9,1
Michigan,2010,10,1
Michigan,2009,1,1
Michigan,2009,2,1
Michigan,2009,3,1
Michigan,2009,4,1
Michigan,2009,5,1
Michigan,2009,6,1
Michigan,2009,7,1
Michigan,2009,8,1
Michigan,2009,7,1
Michigan,2009,8,1
Minnesota,2015,11,1
Minnesota,2015,12,3
Minnesota,2014,11,1
Minnesota,2014,12,2
Minnesota,2015,1,8
Minnesota,2015,2,5
Minnesota,2015,3,4
Minnesota,2015,4,5
Minnesota,2015,5,1
Minnesota,2015,6,1
Minnesota,2015,7,1
Minnesota,2015,8,1
Minnesota,2015,9,1
Minnesota,2015,10,1
Minnesota,2013,11,2
Minnesota,2013,12,1
Minnesota,2014,1,7
Minnesota,2014,2,5
Minnesota,2014,3,3
Minnesota,2014,3,3
Minnesota,2014,5,3
Minnesota,2014,5,1
Minnesota,2014,6,1
Minnesota,2014,8,1
Minnesota,2014,8,1
Minnesota,2014,9,1
Minnesota,2012,11,1
Minnesota,2012,12,1
Minnesota,2013,1,10
Minnesota,2013,2,6
Minnesota,2013,3,3
Minnesota,2013,3,1
Minnesota,2013,5,1
Minnesota,2013,6,1
Minnesota,2013,6,1
Minnesota,2013,8,1
Minnesota,2013,8,1
Minnesota,2013,9,1
Minnesota,2011,11,1
Minnesota,2011,12,1
Minnesota,2012,1,1
Minnesota,2012,2,1
Minnesota,2012,3,3
Minnesota,2012,3,1
Minnesota,2012,5,1
Minnesota,2012,6,1
Minnesota,2012,6,1
Minnesota,2012,8,1
Minnesota,2012,9,1
Minnesota,2012,9,1
Minnesota,2010,11,1
Minnesota,2010,12,1
Minnesota,2011,1,1
Minnesota,2011,2,3
Minnesota,2011,3,5
Minnesota,2011,4,2
Minnesota,2011,5,1
Minnesota,2011,6,1
Minnesota,2011,7,1
Minnesota,2011,8,1
Minnesota,2011,9,1
Minnesota,2011,10,1
Minnesota,2009,9,1
Minnesota,2009,10,1
Minnesota,2009,11,4
Minnesota,2009,12,1
Minnesota,2010,1,1
Minnesota,2010,2,1
Minnesota,2010,3,1
Minnesota,2010,4,1
Minnesota,2010,5,1
Minnesota,2010,6,1
Minnesota,2010,7,1
Minnesota,2010,8,1
Minnesota,2010,9,1
Minnesota,2010,10,1
Minnesota,2009,1,1
Minnesota,2009,2,1
Minnesota,2009,3,1
Minnesota,2009,4,1
Minnesota,2009,5,1
Minnesota,2009,6,1
Minnesota,2009,7,1
Minnesota,2009,8,1
Minnesota,2009,7,1
Minnesota,2009,8,1
Mississippi,2015,11,1
Mississippi,2015,12,3
Mississippi,2014,11,1
Mississippi,2014,12,10
Mississippi,2015,1,10
Mississippi,2015,2,10
Mississippi,2015,3,10
Mississippi,2015,4,3
Mississippi,2015,5,1
Mississippi,2015,6,1
Mississippi,2015,7,1
Mississippi,2015,8,1
Mississippi,2015,9,1
Mississippi,2015,10,1
Mississippi,2013,11,6
Mississippi,2013,12,10
Mississippi,2014,1,10
Mississippi,2014,2,6
Mississippi,2014,3,2
Mississippi,2014,3,1
Mississippi,2014,5,1
Mississippi,2014,5,1
Mississippi,2014,6,1
Mississippi,2014,8,1
Mississippi,2014,8,1
Mississippi,2014,9,1
Mississippi,2012,11,2
Mississippi,2012,12,10
Mississippi,2013,1,10
Mississippi,2013,2,7
Mississippi,2013,3,5
Mississippi,2013,3,2
Mississippi,2013,5,1
Mississippi,2013,6,1
Mississippi,2013,6,1
Mississippi,2013,8,1
Mississippi,2013,8,1
Mississippi,2013,9,1
Mississippi,2011,11,1
Mississippi,2011,12,3
Mississippi,2012,1,1
Mississippi,2012,2,2
Mississippi,2012,3,5
Mississippi,2012,3,3
Mississippi,2012,5,1
Mississippi,2012,6,1
Mississippi,2012,6,1
Mississippi,2012,8,1
Mississippi,2012,9,1
Mississippi,2012,9,1
Mississippi,2010,11,1
Mississippi,2010,12,5
Mississippi,2011,1,9
Mississippi,2011,2,9
Mississippi,2011,3,1
Mississippi,2011,4,1
Mississippi,2011,5,1
Mississippi,2011,6,1
Mississippi,2011,7,1
Mississippi,2011,8,1
Mississippi,2011,9,1
Mississippi,2011,10,1
Mississippi,2009,9,10
Mississippi,2009,10,10
Mississippi,2009,11,2
Mississippi,2009,12,5
Mississippi,2010,1,2
Mississippi,2010,2,5
Mississippi,2010,3,6
Mississippi,2010,4,1
Mississippi,2010,5,1
Mississippi,2010,6,1
Mississippi,2010,7,1
Mississippi,2010,8,1
Mississippi,2010,9,1
Mississippi,2010,10,1
Mississippi,2009,1,4
Mississippi,2009,2,10
Mississippi,2009,3,10
Mississippi,2009,4,2
Mississippi,2009,5,1
Mississippi,2009,6,1
Mississippi,2009,7,1
Mississippi,2009,8,1
Mississippi,2009,7,1
Mississippi,2009,8,1
Missouri,2015,11,2
Missouri,2015,12,1
Missouri,2014,11,1
Missouri,2014,12,5
Missouri,2015,1,10
Missouri,2015,2,6
Missouri,2015,3,4
Missouri,2015,4,3
Missouri,2015,5,1
Missouri,2015,6,1
Missouri,2015,7,1
Missouri,2015,8,1
Missouri,2015,9,1
Missouri,2015,10,1
Missouri,2013,11,1
Missouri,2013,12,3
Missouri,2014,1,10
Missouri,2014,2,7
Missouri,2014,3,2
Missouri,2014,3,1
Missouri,2014,5,1
Missouri,2014,5,1
Missouri,2014,6,1
Missouri,2014,8,1
Missouri,2014,8,1
Missouri,2014,9,1
Missouri,2012,11,1
Missouri,2012,12,5
Missouri,2013,1,10
Missouri,2013,2,10
Missouri,2013,3,3
Missouri,2013,3,1
Missouri,2013,5,1
Missouri,2013,6,1
Missouri,2013,6,1
Missouri,2013,8,1
Missouri,2013,8,1
Missouri,2013,9,1
Missouri,2011,11,1
Missouri,2011,12,1
Missouri,2012,1,1
Missouri,2012,2,6
Missouri,2012,3,9
Missouri,2012,3,1
Missouri,2012,5,1
Missouri,2012,6,1
Missouri,2012,6,1
Missouri,2012,8,1
Missouri,2012,9,1
Missouri,2012,9,1
Missouri,2010,11,1
Missouri,2010,12,1
Missouri,2011,1,1
Missouri,2011,2,9
Missouri,2011,3,6
Missouri,2011,4,1
Missouri,2011,5,1
Missouri,2011,6,1
Missouri,2011,7,1
Missouri,2011,8,1
Missouri,2011,9,1
Missouri,2011,10,1
Missouri,2009,9,10
Missouri,2009,10,10
Missouri,2009,11,10
Missouri,2009,12,2
Missouri,2010,1,1
Missouri,2010,2,1
Missouri,2010,3,5
Missouri,2010,4,1
Missouri,2010,5,1
Missouri,2010,6,1
Missouri,2010,7,1
Missouri,2010,8,1
Missouri,2010,9,1
Missouri,2010,10,1
Missouri,2009,1,1
Missouri,2009,2,1
Missouri,2009,3,3
Missouri,2009,4,1
Missouri,2009,5,1
Missouri,2009,6,1
Missouri,2009,7,1
Missouri,2009,8,1
Missouri,2009,7,1
Missouri,2009,8,1
Montana,2015,11,1
Montana,2015,12,1
Montana,2014,11,1
Montana,2014,12,1
Montana,2015,1,3
Montana,2015,2,2
Montana,2015,3,1
Montana,2015,4,1
Montana,2015,5,1
Montana,2015,6,1
Montana,2015,7,1
Montana,2015,8,1
Montana,2015,9,1
Montana,2015,10,1
Montana,2013,11,1
Montana,2013,12,1
Montana,2014,1,5
Montana,2014,2,1
Montana,2014,3,1
Montana,2014,3,1
Montana,2014,5,1
Montana,2014,5,1
Montana,2014,6,1
Montana,2014,8,1
Montana,2014,8,1
Montana,2014,9,1
Montana,2012,11,1
Montana,2012,12,1
Montana,2013,1,1
Montana,2013,2,2
Montana,2013,3,1
Montana,2013,3,1
Montana,2013,5,1
Montana,2013,6,1
Montana,2013,6,1
Montana,2013,8,1
Montana,2013,8,1
Montana,2013,9,1
Montana,2011,11,1
Montana,2011,12,1
Montana,2012,1,1
Montana,2012,2,1
Montana,2012,3,1
Montana,2012,3,1
Montana,2012,5,1
Montana,2012,6,1
Montana,2012,6,1
Montana,2012,8,1
Montana,2012,9,1
Montana,2012,9,1
Montana,2010,11,1
Montana,2010,12,1
Montana,2011,1,1
Montana,2011,2,2
Montana,2011,3,3
Montana,2011,4,1
Montana,2011,5,1
Montana,2011,6,1
Montana,2011,7,1
Montana,2011,8,1
Montana,2011,9,1
Montana,2011,10,1
Montana,2009,9,1
Montana,2009,10,7
Montana,2009,11,7
Montana,2009,12,1
Montana,2010,1,1
Montana,2010,2,1
Montana,2010,3,1
Montana,2010,4,1
Montana,2010,5,1
Montana,2010,6,1
Montana,2010,7,1
Montana,2010,8,1
Montana,2010,9,1
Montana,2010,10,1
Montana,2009,1,1
Montana,2009,2,1
Montana,2009,3,1
Montana,2009,4,1
Montana,2009,5,1
Montana,2009,6,1
Montana,2009,7,1
Montana,2009,8,1
Montana,2009,7,1
Montana,2009,8,1
Nebraska,2015,11,1
Nebraska,2015,12,1
Nebraska,2014,11,1
Nebraska,2014,12,1
Nebraska,2015,1,6
Nebraska,2015,2,6
Nebraska,2015,3,3
Nebraska,2015,4,4
Nebraska,2015,5,1
Nebraska,2015,6,1
Nebraska,2015,7,1
Nebraska,2015,8,1
Nebraska,2015,9,1
Nebraska,2015,10,1
Nebraska,2013,11,1
Nebraska,2013,12,1
Nebraska,2014,1,3
Nebraska,2014,2,3
Nebraska,2014,3,1
Nebraska,2014,3,1
Nebraska,2014,5,1
Nebraska,2014,5,1
Nebraska,2014,6,1
Nebraska,2014,8,1
Nebraska,2014,8,1
Nebraska,2014,9,1
Nebraska,2012,11,1
Nebraska,2012,12,1
Nebraska,2013,1,10
Nebraska,2013,2,10
Nebraska,2013,3,4
Nebraska,2013,3,1
Nebraska,2013,5,1
